text,label
"If the Regulator notifies an Authorised Person, or the Authorised Person itself forms the view, that a return that has been submitted to the Regulator appears to be inaccurate or incomplete, the Authorised Person must consider the matter and within a reasonable time it must correct any inaccuracies and make good any omissions, and re submit the relevant parts of the return.",obligation
Supervisory Measures. The Regulator reserves the right to impose PRU requirements on an Authorised Person as part of Financial Group oversight.,non-obligation
"Under the guidelines of Paragraph 9.4.1(d), subject to the provisions of (3), the capital adequacy for risk exposure must be assessed without offsetting against anticipated risk mitigations.",non-obligation
"This chapter contains Rules which ensure that an Authorised Person maintains and is able to retrieve information that would, in the event of its insolvency, assist an insolvency practitioner in achieving a timely return of Client Money, Relevant Money and Safe Custody Assets (Chapters 14 and 15) held by the Authorised Person to Clients or Payment Service Users, as applicable.",obligation
"Where the principal amount of an instrument has been reduced, but not reduced to zero, in accordance with terms referred to in subsection (3)(a) before the application of the bail-in pursuant to subsection (1), the Regulator shall apply the Write Down or Conversion Power to the residual amount of that principal amount in accordance with subsection (1).",obligation
"The Committee is empowered to establish guidelines mandating regular contributions from certified members to sustain the oversight body's operations, as detailed in the guidelines.",non-obligation
"By adjusting for CVA, financial institutions can better mitigate potential losses that may arise from a counterparty's credit deterioration.",non-obligation
The assessment of the combined buffer requires an intricate understanding of both tangible and intangible assets that contribute to the financial resilience of an entity.,non-obligation
A Third Party Provider must maintain relevant records of all transactions and agreements with Customers and keep them for at least six years from the date on which the record was created.,obligation
"An Authorised Person must  (a) have arrangements in place to ensure that it, and its market participants, are certified as compliant with: (i)  ISO 14001 (Environmental Management Systems (EMS)); (ii) OHSAS 18001 / ISO 45001 (Health & Safety Management); or (iii) equivalent certification standards; and (b) ensure its arrangements are aligned with the OECDs Due Diligence Guidance for Responsible Mineral Supply Chains (as applicable).",obligation
"Pursuant to item (1)(b), the acquisition of additional shares necessitates the Regulator's prior written consent when the Holding increases to: (a) 20% or beyond, from a lower percentage; (b) 30% or more",non-obligation
The Regulator may appoint a special manager to replace the Management of an Institution in Resolution.,non-obligation
"A firm classified as Category 3C must diligently adhere to the specific Capital Requirement calculations as stipulated, with particular attention to the inclusion of Variable Capital Requirements for designated money services activities.",non-obligation
Omitting key side effects in a drug's advertisement could endanger patients' health.,non-obligation
General exclusions apply as detailed in the terms of the agreement.,non-obligation
"Accepting Deposits is a specified kind of activity if (a) money received by way of Deposit is lent to others; or (b) any other activity of the person accepting the Deposit is financed wholly, or to a material extent, out of the capital of or interest on money received by way of Deposit. ",obligation
"With the flexibility to underwrite third-party risks, Class 3 Captive Insurers can function similarly to commercial insurers.",non-obligation
General prohibitions and definitions. Exempt Offerors,non-obligation
"For the purpose of reinforcing or actualizing an Accredited International Regulatory Intervention, the Authority is empowered to employ certain Regulatory Mechanisms or enact various Regulatory Capacities, adhering to any conditions for advance judicial authorization as outlined in section 27.",non-obligation
Certificates representing certain Financial Instruments,non-obligation
The Authority might stipulate that certain risk factors must be prominently disclosed in the Prospectus for derivative instruments.,non-obligation
Technical provision risk component  Captive Cells conducting General Insurance Business,obligation
Risk measurement. Credit audits should be conducted to assess individual credits on a sampling basis and the overall quality of the credit portfolio. Such audits are useful for evaluating the performance of account officers and the effectiveness of the credit process. They can also enable Authorised Persons to take early measures to protect their loans. ,obligation
An Application under subsection (1) must be made in such manner as the Regulator may by Rules require.,obligation
Safeguarding requirements,non-obligation
The Payment Service Provider may not charge the Payment Service User for the termination of a Framework Contract after the Framework Contract has been in force for six months.,obligation
"Regulator's power to require suspension or removal of Financial Instruments from Trading The Regulator may, for the purpose of protecting (a) the interests of investors; or (b) the orderly functioning of the financial markets; require an Institution or a class of Institutions to suspend or remove a Financial Instrument from Trading.",non-obligation
Measures instituted by virtue of subsection (10)(c) may impose varied safety criteria for a range of equipment or machinery.,non-obligation
"Compliance with the Common Reporting Standard, alongside any relevant Cabinet Resolutions and regulations, is obligatory for every Financial Institution and Controlling Person under the jurisdiction of the Regulatory Authority.",non-obligation
Risk weighting is a key component of regulatory compliance for lenders.,non-obligation
"The scope of an Authorised Person's activities is confined to dealing with investment rights and does not extend to the arrangement of long-term insurance contracts, excluding reinsurance agreements.",non-obligation
"The proactive supervision and monitoring of Authorised Persons and Recognised Bodies and an open and co-operative relationship with their supervisors may, in some cases where a contravention of FSMR or Rules has taken place, lead us to decide against taking formal disciplinary action. In those cases, we would expect the firm or person to act promptly in taking the necessary remedial action agreed with its supervisors to deal with our concerns. If the firm or person does not take such action, we may then proceed to take formal enforcement action. ",obligation
"The Commission, prior to implementing any measures, must conduct a thorough Pre-Resolution Valuation, or a Provisional Valuation when necessary.",non-obligation
Market Abuse ,non-obligation
"INTRODUCTION Organisations that create APIs will be able to pivot, adopt new ideas and discard old ones quickly. They will be able to iterate their products to keep up with changes in customer behaviour in a timely manner. Investing in the agile development mind-set, and therefore APIs, can give an organisation a competitive edge. Organisations who commit to building a marketplace to trade and settle discrete, understandable, and valuable APIs will be able to accelerate their realisation of the API economys dividends. ",obligation
"A Credit Rating Agency must establish and implement a rigorous and formal review function responsible for periodically reviewing the methodologies and models and significant changes to the methodologies and models it uses.  Where feasible and appropriate for the size and scope of its credit rating services, this function must be independent of the business lines that are principally responsible for rating various classes of issuers and obligations.",obligation
Insurance. An arrangement does not constitute a Fund if it is a Contract of Insurance.,obligation
"The annual Regulatory Return, including the Statement by Directors, is subject to audit, except where this Chapter 2 or the form instructional guidelines state that a form is not subject to audit.",obligation
"The hearing of any application brought by the Regulator under this section shall be held in private and may be conducted without notice to, and in the absence of, the Institution.",obligation
"Risk-weighted Asset Calculations - for the purposes of Rule 5.3.8(c), the risk weight of non-significant investments in the capital of banking, financial, and insurance entities that are outside the scope of regulatory consolidation must be applied at 250%.",non-obligation
An Authorised Person provides best execution if it takes reasonable care to determine the best execution available for that Investment under the prevailing market conditions and deals at a price and other conditions which are no less advantageous to that Client.,obligation
Corporate asset class. An Authorised Person must apply a 100% risk weight to any CR Exposure in the corporate asset class.  ,obligation
"In (1), unless the incorrect pricing in respect of an issue is of minimal significance, the Fund Manager must inform the Regulator, and if appointed, the Trustee or Eligible Custodian or other Persons providing oversight functions in relation to the Fund, of such a rectification.",obligation
"Pursuant to Part 7 of the FSMR, a Fund may be transferred in whole or in part to another body in accordance with that Part.",obligation
"An Authorised Person should record all Operational Risk events, including near misses and events which result in a positive financial outcome.",obligation
The Authority reserves the right to release a statement regarding a financial entity should it deem such communication necessary for the public good.,non-obligation
"Trade Exposure of a clearing member to a qualifying central counterparty. Where an Authorised Person acts as a clearing member, either for its own purposes or as an intermediary between a client and a qualifying central counterparty (QCCP), it must calculate Credit RWA in respect of its Trade Exposure to the QCCP in accordance with Rule A4.6.14, except that it must apply a CRW of 2%, unless Rule A4.9.4 applies.",obligation
SREP is instrumental in assessing the risk profile of financial institutions.,non-obligation
"Any suspension under this provision shall not apply to (a) Deposits (including Eligible Deposits); or (b) payment and delivery obligations owed to payment and securities settlement systems, Central Securities Depositories, clearing houses, Recognised Clearing Houses or central banks.",obligation
Accompany the preliminary version with an announcement that the window for submitting opinions to the Regulator is open until the specified timeframe concludes.,non-obligation
Limitation on powers to require Documents. Certification of defaults,obligation
Implementation and fine-tuning measures,non-obligation
Nothing in (1) prevents a person from issuing a financial promotion before the issue of a Prospectus provided it clearly states that a Prospectus will be issued and how a copy of such Prospectus may be obtained.,obligation
Disregarding the mandates of the Cabinet Resolution directly contravenes the rules established in these Regulations.,non-obligation
The Administrator is authorized to grant exceptions to the policy under special circumstances.,non-obligation
Remote contributors play a pivotal role in our collaborative efforts.,non-obligation
"These Rules complement related Rules in the GEN rules relating to risk management systems and controls. For example, GEN requires an Authorised Person to appoint an individual to advise its Governing Body and senior management as to risks.",obligation
This Rule applies to an Authorised Person and Recognised Body other than a Representative Office with respect to the carrying on of all of its activities.,obligation
"Should a discrepancy arise, the Bureau is tasked with the recalibration of the Transaction Reporting System as per the guidelines in Annex II.",non-obligation
AUTHORISATION AND THRESHOLD CONDITIONS,non-obligation
Exclusions. Absence of holding out etc.,non-obligation
"Capital adequacy is paramount, with firms adhering to stringent benchmarks as delineated by the Basel III framework.",non-obligation
"Only with a Pre-Resolution Valuation in hand, or a Provisional Valuation in certain circumstances, can the Regulator lawfully engage the Write Down or Conversion Power as stipulated.",non-obligation
"An Authorised Person must have procedures for identifying Client Money received by the Authorised Person, and for promptly recording the receipt of the Money either in the books of account or a register for later posting to and recording in the Client Account.  The procedures must cover Client Money received by the Authorised Person through any means.",obligation
"Stock lending and collateral. A stock lending or borrowing transaction or a repo or reverse repo transaction, or a transaction involving the provision of collateral, will, in the Regulator's view, not usually of itself constitute Market Abuse. ",obligation
"In respect of any Payment Transaction not described in (1), the Payment Service User may agree with the Payment Service Provider that Rule 19.15.2 does not apply.",obligation
"The GEN rules require an Authorised Person or Recognised Body to establish and maintain arrangements to provide its Governing Body and senior management with the information necessary to organise and control its activities, to comply with legislation applicable in the ADGM and to manage risks.",obligation
"The risk disclosure statement should not be longer than three A4 size pages, including any diagram or numerical illustration, but excluding the Retail Clients acknowledgement. Information in the short-form disclosure fact sheet (including footnotes) shall be presented in a font size of at least 10-point Calibri or Times New Roman.",obligation
"Should a Brokerage Firm not adhere to the prescribed investment protocols, it may be subjected to enhanced supervisory scrutiny.",non-obligation
Alternative arrangements for safekeeping,non-obligation
"A Fund Manager must take reasonable steps to ensure that the auditor and the relevant audit staff of the auditor are independent of, and not subject to, any conflict of interest with respect to the Fund Manager, the Trustee or the Fund.",obligation
An Authorised Person which does not have a Financial Services Permission to Operate a Representative Office does not Operate a Representative Office if it undertakes any activities of the kind described in sub-paragraph (3) that constitute marketing.,obligation
"The oversight committee will periodically review the efficacy of risk models, taking into account emerging market conditions.",non-obligation
"Sources of complaints and referrals. We may become aware of suspected misconduct or suspected contraventions from a variety of sources, including: (a) members of the public; (b) our supervisory activities; and (c) other external regulatory authorities or law enforcement agencies. ",obligation
 Broadly-based equity indices should not be broken down into their constituent stocks. A position related to a broadly based equity index does not generate an Exposure to any Issuer.,obligation
Geographical Oversight: The Regulator carefully delineates the operational areas for FinTech Participants to protect clients across different regions.,non-obligation
"A Third Party Provider should review the adequacy of its professional indemnity insurance cover periodically to determine whether, based on its projected number or value of transactions, it should increase the value of its professional indemnity insurance coverage. ",obligation
"The requirements of this paragraph are that the communication does not contain any inducement relating to an investment other than one issued, or to be issued, by the Body Corporate (or another Body Corporate in the same Group) which falls within (a) paragraph 87, 88 or 89 of Schedule 1; or (b) paragraph 91 or 92 of that Schedule, so far as it relates to any investments within sub paragraph (a).",obligation
Application for withdrawal of a Financial Services Permission,non-obligation
Item 3 of the statute is null if the overseeing entity ascertains that adherence is inconsequential or not pertinent.,non-obligation
"The Authority has the capacity to establish protocols permitting the release of particular data, or of data by certain individuals, to facilitate the execution of designated duties as outlined in these Standards or any subsequent Regulations;",non-obligation
"Neither the NSFR, nor the LCR, should be seen by an Authorised Person as providing a complete picture of its funding profile or the stability of the funding available to it.  An Authorised Person should always conduct further assessments of its funding needs and sources of funding to complement the information obtained from the two measures.",obligation
Non-Adherence to Guidelines. Consequences of Deviating from Established Guidelines,non-obligation
"Upon thorough review of a Firm's Capital Adequacy Ratio, the Oversight Committee is authorized to introduce supplementary directives or revoke any previously sanctioned exemptions.",non-obligation
"For the purpose of Rule 16.3.1(b) the document must record: (a) the full name of the individual institution in question; (b) the postal, physical and email addresses and telephone number of that institution; and (c) the numbers and names of all accounts opened by that Authorised Person with that institution.",obligation
An Authorised Person must carry out an evaluation of its Exposure to the interest rate risk arising from its Non Trading Book activities. An Authorised Person with balance sheet positions in different currencies must measure its risk Exposures in each of the material currencies.,obligation
"Partner APIs create a digital bridge that enhances collaboration between businesses, fostering mutual growth.",non-obligation
" In relation to (3) and (4), the Regulator may consider granting its approval for a change of approach if it is satisfied that there are no regulatory capital arbitrage opportunities. Firms should be able to demonstrate to the Regulator reasonable grounds to be able to move from one approach to the other. For instance, in assessing whether or not to grant approval, the Regulator may consider whether or not there has been a material change in the business of the firm.",obligation
"Implicit Support. If an Originator fails to comply with Rule 4.14.15 in respect of a securitisation, it: (a) must include all the underlying Exposures of the securitisation in its calculation of Credit RWAs as if those Exposures had not been securitised and were on the balance sheet of the Authorised Person; (b) must not recognise any gain on sale of assets to the securitisation; and (c) must disclose to investors that the Authorised Person has provided non-contractual support and the regulatory capital impact of doing so. ",obligation
The collection of data and the Regulator's ability to obtain information are pivotal to our oversight functions.,non-obligation
"Additional content of the internal IRC model. The internal model to capture the incremental default and migration risks should reflect the nonlinear impact of Options, structured Credit Derivatives and other positions with material nonlinear behaviour with respect to price changes. The Authorised Person should also have due regard to the amount of model risk inherent in the valuation and estimation of price risks associated with such products.",obligation
"In interpreting this article, an equity owned on the account of a Corporation is considered as owned directly by that Corporation.",non-obligation
"""Leverage"", in this context, means the relative size of (a) an institution's assets, off-balance sheet obligations and contingent obligations to pay or to deliver or to provide collateral, including obligations from received funding, made commitments, derivatives or repurchase agreements, but excluding obligations which can only be enforced during the liquidation of an institution; compared to (b) that institution's own funds.",obligation
"In instances where rated entities have, or are simultaneously pursuing, oversight functions related to the Credit Rating Agency, the Credit Rating Agency must use different Employees to conduct its rating actions than those Employees involved in its oversight issues.",obligation
General requirements,non-obligation
Relevant Person A must not charge B a fee for the provision of Customer Due Diligence information provided under Rule 8.8.1.  ,obligation
The internal model's effectiveness is measured by its ability to predict violations under actual market changes.,non-obligation
"This Section is relevant to an Authorised Person that is required to report its Leverage Ratio to the Regulator under Chapter 2, or to disclose its Leverage Ratio under Chapter 11.",obligation
"Purpose and process of the ICAAP. When assessing its capital needs, an Authorised Person should take into account the impact of economic cycles, and sensitivity to other external risks and factors. For larger or more complex institutions, this may mean developing an appropriate stress testing and scenario testing framework.",obligation
Additional Rules Applicable to an Authorised Person Operating a Multilateral Trading Facility in relation to Virtual Assets,obligation
"In the context of a fund, the act of preserving the fund's property is considered a specific type of operation.",non-obligation
Regulatory frameworks are designed to preemptively shield the market from the fallout of institutional failure.,non-obligation
"Corporate governance framework encompasses structural and procedural arrangements such as systems, policies and practices that are put in place to promote good governance and include the specific measures required under Rule 3.3.41. ",obligation
"CMC not exhaustive. The CMC does not try to exhaustively describe or list: (a) all examples of Market Abuse, setting out only a few of the many possible examples; or (b) all factors that the Regulator may take into account in deciding whether or not conduct amounts to Market Abuse. ",non-obligation
Penalties and appeal,non-obligation
"This section defines ""Inside Information"" for the purposes of these Regulations.",obligation
The Regulator's access to information is a deterrent to fraudulent and unethical business practices.,non-obligation
"Compliance with GEN 6 is imperative when the Authorized Person conducts their profit assessments, as it guarantees adherence to globally recognized accounting norms.",non-obligation
"A Relevant Person may use a database maintained elsewhere for an up-to-date list of resolutions and Sanctions, or to perform checks of customers or transactions against that list. For example, it may wish to use a database maintained by its head office or a Group member. However, the Relevant Person retains responsibility for ensuring that its systems and controls are effective to ensure compliance with this Rulebook.",obligation
Record Keeping,non-obligation
"A person who alleges that a copy of the notice should have been given to him, but was not, may refer to the Appeals Panel the alleged failure and (a) the decision in question, so far as it is based on a reason of the kind mentioned in subsection (4); or (b) any opinion expressed by the Regulator in relation to him.",obligation
A Direction under this section may be varied or revoked.,obligation
Complaints recording procedures for Professional Clients,non-obligation
Disclosure of market data by Trade Repositories. A Trade Repository must provide data in line with regulatory and industry expectations to relevant regulatory authorities and the public. Such information must be comprehensive and at a level of detail sufficient to enhance market transparency and support other public policy objectives.,obligation
"Subject to the Resolution Safeguards, an independent valuer may do anything necessary or desirable for the purposes of, or in connection with, the performance of the independent valuer's functions under these Regulations.",obligation
"If it grants a Financial Services Permission, the Regulator must specify the permitted Regulated Activity or Regulated Activities, described in such manner as the Regulator considers appropriate.",obligation
The Committee is under no obligation to endorse a proposal unless it concludes that (a) adherence to existing protocols would place an unreasonable strain on the entity or fail to fulfill the objectives for which the protocols were established; and (b) the endorsement would not expose stakeholders to excessive risk.,non-obligation
An Authorised Person is considered to be holding Relevant Money and subject to (a) where it offers Payment Services alongside currency exchange or Money Remittance. ,obligation
The provisions outlined in this document are designed to assist stakeholders in navigating the complexities of the FSMR.,non-obligation
"If the Regulator makes an application to the Court for the grant of an injunction under these Regulations, the Court must not require the Applicant or any other person, as a condition of granting an interim injunction, to give any undertakings as to damages.  ",obligation
It is the Regulator's expectation that an Authorised Person's procedures to identify and manage conflicts of interest should extend to the allocation process for an offering of Securities.,obligation
"Time for responding to requirement for information, documents or assistance. As delays in the provision of information and/or documents can have an adverse impact on the efficient and effective progression of an investigation, we expect persons to respond to information and document requests within the timeframe for specified by the Investigator. Failure to do so may amount to a contravention as defined in section 218 of FSMR for which we can take regulatory action, such as imposing a financial penalty.",obligation
If it appears to the Regulator that a Remote Body Applicant satisfies the requirements of subsection (3) it may make a Recognition Order declaring the Applicant to be (a) a Remote Investment Exchange; (b) a Remote Clearing House.,obligation
Cash legs of reverse repos,non-obligation
[Deleted],non-obligation
Payment Service Providers are expected to provide a summary of the information required by Rule 19.23.1 as part of the periodic IRAP assessments undertaken in accordance with PRU 10.3.,obligation
"Where an Authorised Person to which this Chapter applies is part of a Financial Group, this Chapter applies on a consolidated basis in relation to all the entities within the Financial Group.",obligation
"RESTful APIs have become the industry standard for web services in finance, offering a stateless architecture and easy integration.",non-obligation
Disclosure of settled enforcement actions,non-obligation
The adoption of international best practices in corporate governance fosters investor confidence and market stability.,non-obligation
The person concerned or the Fund concerned must publish a notice in a designated newsletter which it thinks would be most suitable for bringing the notice to the attention of those who would be affected by the proposed transfer.,obligation
"An Authorised Person must, on a periodic basis, at a minimum monthly frequency, review its problem credits (at an individual level or at a portfolio level for credits with homogeneous characteristics) and review the asset classification, provisioning and write offs for each of those problem credits. ",obligation
An Authorised Person specified in (2) may prepare and maintain its financial statements in accordance with IFRS for Small and Medium Sized Entities (SMEs) where that standard applies to it.,obligation
"Through formal notification, the Regulatory Authority may instruct a Captive Cell to consider or disregard Non-Cellular Assets tied to a recourse arrangement, as per the stipulations of Rule 4.2.1.",non-obligation
"An Authorised Person must provide to the Regulator, if requested, any of the following information in relation to its Group or Financial Group: (a) details as to the entities within the Group or Financial Group; (b) the structure of the Group or Financial Group; and (c) the systems and controls in place to manage Group Risk.",obligation
It is incumbent upon Authorised Persons to integrate issue-specific external credit assessments into their risk weighting calculations.,non-obligation
AUTHORISATION,non-obligation
An Authorised Person must maintain systems and controls for identifying Money which must not be in a Client Account and for transferring it out of the Client Account without delay.,obligation
"MTF Operators may not execute Client orders against proprietary capital, or engage in matched principal trading.",obligation
Commercial real estate asset class. An Authorised Person must apply a 100% risk weight to any CR Exposure in the commercial real estate asset class. ,obligation
"Under Rule A10.1.1(2)(b), the Regulator will consider liquidity transfer restrictions (e.g. ring-fencing measures, non-convertibility of local currency, foreign exchange controls) imposed under applicable laws, regulations or supervisory requirements in jurisdictions in which a banking group operates which affect the availability of liquidity by inhibiting the transfer of HQLA and fund flows within the Group.",obligation
"As an alternative to the use of standard supervisory haircuts or own estimate haircuts, an Authorised Person may, subject to approval by the Regulator, use VaR models to reflect the price volatility of the Exposure and Collateral for SFTs which are covered by a qualifying bilateral Netting agreement. The requirements relating to the use of this approach are set out in Section A4.5.",obligation
DISCLOSURE REQUIREMENTS,non-obligation
A DNFBP must promptly notify the Regulator of any change in its: (a) name; (b) legal status; (c) address; (d) MLRO; (e) senior management; or (f) Beneficial ownership.,obligation
Limitations. Exceptions to this rule include minor infractions and standard procedural exclusions.,non-obligation
Chapter 20 of these Rules applies to Third Party Providers.,obligation
"By issuing a formal written command,",non-obligation
An Authorised Person which treats a Convertible as an equity must make an adjustment to the capital component as follows: (a) an addition equal to any loss on conversion; or (b) a deduction equal to any profit on conversion (subject to a maximum reduction to zero).,obligation
"By adopting a Blank-Sheet Approach, the Regulator facilitates a nurturing environment for FinTech innovation within controlled parameters.",non-obligation
"However, they are not the only tools available to us, and there will be instances of non-compliance which we consider appropriate to address without the use of such tools. The FSRA will adopt a risk-based approach when considering what tools to use.",obligation
"Retail Clients A Person who cannot be classified as a Professional Client in accordance with these Rules is a Retail Client.  If an Authorised Person chooses to provide Regulated Activities to a Person as a Retail Client, it may do so by simply classifying that Person as a Retail Client without having to follow any further procedures as compared to those required for classifying Persons as Professional Clients. ",obligation
The Authority will evaluate emergency protocols to ascertain if they adequately protect public safety without imposing excessive restrictions on civil liberties.,non-obligation
"With the mandate granted by the legislation, the Regulator oversees the integrity of the financial system.",non-obligation
(a) The physical possession of the assets is irrelevant for the interpretation of this clause;,non-obligation
PART 3 - CRCOM. Calculation of the CRCOM,non-obligation
An Authorised Person must establish and maintain an up to date record of the arrangements it has made to comply with Rules 3.2.1 and 3.2.2. ,obligation
"Should correspondence originate from outside the London Financial District, it will be governed by subsection (1) only if it holds the potential to affect matters within the London Financial District.",non-obligation
Maintaining capital requirements is crucial for the protection of depositors and creditors.,non-obligation
The overseer of the construction project shall bear the title of Site Superintendent.,non-obligation
Refusal of Third Party Transactions. The Third Party Provider must provide the notification in the agreed manner of the refusal as set out in Rule 20.2.2.,obligation
"Pertaining to this provision, engagements involving a central counterparty benefiting from a zero percent CCF under Subsection 4.8 are not considered.",non-obligation
"The adjusted notional of foreign exchange derivatives is defined as the notional of the foreign currency leg of the contract, converted to the domestic currency.",obligation
"The obligation in Rule 6.8.1(a) does not apply to the following: (i) Corporate Finance Business; (ii) corporate treasury functions; (iii) communications between Fund Managers, or between Fund Managers and Eligible Custodians of the same Fund (when acting in that capacity); and (iv) voice and electronic communications which are not intended to lead to the conclusion of a specific Transaction and are general conversations or communications about market conditions.",obligation
"In exceptional cases, the Oversight Committee is empowered to issue Special Directives to ensure the stability of the financial system, independent of the standard procedural framework.",non-obligation
"Where appropriate, an Authorised Person must update the complainant on the progress of the handling of the Complaint.",obligation
Power of the Regulator to give Guidance,non-obligation
Discussions are ongoing about the potential for targeted modifications to assist PSE asset class compliance.,non-obligation
The Regulator may either (a) require A to appoint a Skilled Person to collect or update the information; or (b) itself appoint a Skilled Person to do so.,non-obligation
 ,non-obligation
Emphasis will be placed on identifying any impediments to resolv,non-obligation
"We may intervene as a party in any proceeding in the Court where we consider such intervention appropriate to further one or more of our objectives (section 243 of FSMR). Where we intervene we shall, subject to any other law, have all the rights, duties and liabilities of such a party.",obligation
Deduction Criteria Specification,non-obligation
"For the purposes of this Rule, the credit quality of a position must be determined by reference to the applicable credit quality assessment from a recognised external credit rating agency.",non-obligation
Non-execution or defective or late execution of Payment Transactions initiated by the Payee. The Credit Value Date for a credit under (6)(b) must be no later than the date on which the amount was debited.,obligation
The application for consent must be in writing and include the reasons for the change.,obligation
"Basic Framework Application. Any Designated Agent adhering to the Basic Framework must evaluate the holdings in both Options and the relevant base instrument, in either spot or futures context, to ascertain the capital requirement using the guidelines set forth in the designated schedule.",non-obligation
Collective Investment Funds,non-obligation
Power to suspend a Financial Services Permission,non-obligation
Indebtedness acknowledgments or instruments that generate debt are not covered under this section.,non-obligation
This section does not apply to a Remote Investment Exchange. ,obligation
"The Regulator may require an applicant to provide additional information or documents reasonably required by the Regulator for it to be able to consider an application for registration including, but not limited to, information or documents relating to the activities, ownership, group structure, financial and other resources of the applicant.",obligation
The Office can annul the Provisional Measure when the applicant demonstrates adequate reform.,non-obligation
"A Relevant Person may allow its Employees to consult with their line managers before sending a report to the MLRO. The Regulator would expect that such consultation does not prevent making a report whenever an Employee has stated that he has knowledge, suspicion or reasonable grounds for knowing or suspecting that a Person may be involved in money laundering. Whether or not an Employee consults with his line manager or other Employees, the responsibility remains with the Employee to decide for himself whether a notification to the MLRO should be made.",obligation
"If any property or liability included in the order is governed by the law of any jurisdiction other than the Abu Dhabi Global Market, the Court may order the person concerned or the Fund concerned, if the transferee so requires, to take all necessary steps to secure that the transfer of the property or liability is fully effective under the law of that country or territory.",obligation
The Authority will approve the Request provided the applicant demonstrates adequate qualifications and integrity for the designated Regulatory Role in question.,non-obligation
"A power under subsection (1) (a) shall not be exercised so as to increase the value of the liability beyond the value it would have had if the Resolution Order which reduced, cancelled or deferred it had not been made; and (b) shall be exercised by the issue by the Regulator of a Resolution Order (whether or not that instrument contains any other provisions authorised by this subsection or subsection (1)).",obligation
Disciplinary measures,non-obligation
Supervision. Modification or waiver of Rules,non-obligation
The requirement for Employees to notify the Relevant Person's MLRO should include situations when no business relationship was developed because the circumstances were suspicious.,obligation
"If all or any of a required payment has not been made at the end of a period stated in a final notice in accordance with subsection 251(4)(a), the obligation to make the payment is enforceable as a debt by the person entitled to the payment. ",obligation
Its operation hinges on a deep understanding of economic trends and creditworthiness.,non-obligation
The Excess Spread must be monitored to assess the Early Amortisation risk in securitisation.,non-obligation
Disclosure of information. Restrictions on disclosure of Confidential Information by the Regulator,obligation
Training and awareness,non-obligation
"Within section (2), the term 'management services' encompasses both administrative oversight and the facilitation of underwriting processes.",non-obligation
An NPO should encourage donors to make donations through financial channels offered by Financial Institutions regulated by the Regulator or another Financial Services Regulator.,obligation
Definition of a Reporting Entity,non-obligation
Resolvability,non-obligation
Exclusions,non-obligation
"The Department is permitted to outsource part of its investigative work to expert individuals, provided that such delegation does not compromise the procedural integrity.",non-obligation
The Financial Promotion Restriction does not apply to any non real time communication comprising the final terms of an offer or the final offer price or amount of Securities which will be offered to the public.,obligation
"The Regulator has exercised its power under section 189 of the FSMR to exempt an Authorised Person or Recognised Body which is a Representative Office from the requirements in that section. As a result, in accordance with the terms of section 189 the FSMR, the Representative Office also does not need to comply with other requirements in Part 15 of the FSMR. ",obligation
SCOPE OF APPLICATION,non-obligation
The power of the Regulator to vary a Financial Services Permission under this section extends to including in the Financial Services Permission as varied any provision that could be included if a fresh Financial Services Permission were being given in response to an Application to the Regulator under section 27.,obligation
"Applications for recognition . Key Individuals A Recognised Body must ensure that no person acts as a Key Individual for the Recognised Body, unless that person has been approved by the Regulator as a Key Individual. ",obligation
The activity. Providing Trust Services,non-obligation
CET1 Deductions - investments in CET1 Capital instruments of Relevant Entities,obligation
"In the case of an Authorised Person which is a Partnership established under either the Limited Liability Partnership Regulations 2015 or the Partnership Act 1890, the Licensed Partner function must be carried out by: (a) each individual Partner who must be registered as a Licensed Partner; and (b) in the case of a Partner which is a Body Corporate, by an individual nominated by that Body Corporate and registered as a Licensed Partner to act on its behalf.",obligation
Recognition of Credit Risk mitigations. An Authorised Person that avails itself of the reduction in its Exposure value through the application of Rule A4.11 must conduct periodic stress tests on its Exposures against the realisable value of any Collateral considered under with the FCSA or FCCA.,obligation
Supporting external regulatory frameworks is a responsibility we are prepared to undertake.,non-obligation
Role and Powers of the Regulatory Authority,non-obligation
"Pursuant to the Operational Risk Management Framework, the bank's Annual Operational Risk Charge is determined as follows: Total Operational Risk Charge = 12% of the gross income ($1,200.00) = $144.00.",non-obligation
"Guidance documents are supplementary to the Rules, offering interpretation but not carrying the weight of law.",non-obligation
Record-keeping,non-obligation
General,non-obligation
PART 3 Calculating Capital Requirements. Expenditure Based Capital Minimum,obligation
"In the case of a Trustee or Eligible Custodian appointed to provide the oversight function, a Fund Manager should, before making such an appointment, identify the most senior individuals within the organisation who will carry the primary responsibility for the oversight function. The suitability assessment should then be applied to each such individual.",obligation
A communication or item is not a Protected Item if it is held with the intention of furthering a criminal purpose.,obligation
The Authority may rescind the moratorium on new construction if the developers initially sought the pause to reassess their project plans.,non-obligation
The Regulator may grant an application for DNFBP registration as a DNFBP if it is satisfied that the applicant meets the criteria for registration under Rule 15.2.,obligation
"The written notice must be given to (a) the applicant; and (b) the Issuer, or the Reporting Entity, as applicable, of the Financial Instrument in question (if any).",obligation
Record keeping,non-obligation
"Ensuring compliance, Authorised Persons must carefully evaluate the risk associated with central government and central bank credit exposures.",non-obligation
